sessionId,model,actionId,s_t_img,s_t1_img,after_yaw,after_pitch,delta_yaw,delta_pitch,init_yaw,init_pitch,t_start_ms,t_end_ms,duration_ms,server_received_ms,recovered_after_eulerZ_deg
VCURIOSITY_15,Set_12_elong_glossy_3.glb,-1,,,,,,,0,15,NaN,,,1758489622341,-180.000000
VCURIOSITY_15,Set_12_elong_glossy_3.glb,0,1758489623417-971324_before.png,1758489623417-971324_after.png,0,10,0,-5,,,1758489623417,1758489623469,52,1758489623474,-180.000000
VCURIOSITY_15,Set_12_elong_glossy_3.glb,0,1758489623673-557977_before.png,1758489623673-557977_after.png,0,5,0,-5,,,1758489623673,1758489623736,63,1758489623739,-180.000000
VCURIOSITY_15,Set_12_elong_glossy_3.glb,0,1758489624153-787614_before.png,1758489624153-787614_after.png,0,0,0,-5,,,1758489624153,1758489624214,61,1758489624215,180.000000
VCURIOSITY_15,Set_12_elong_glossy_3.glb,0,1758489624329-722263_before.png,1758489624329-722263_after.png,0,355,0,-5,,,1758489624329,1758489624388,59,1758489624391,180.000000
VCURIOSITY_15,Set_12_elong_glossy_3.glb,0,1758489624489-271987_before.png,1758489624489-271987_after.png,0,350,0,-5,,,1758489624489,1758489624543,54,1758489624547,180.000000
VCURIOSITY_15,Set_12_elong_glossy_3.glb,0,1758489624682-613663_before.png,1758489624682-613663_after.png,0,345,0,-5,,,1758489624682,1758489624736,54,1758489624736,180.000000
VCURIOSITY_15,Set_12_elong_glossy_3.glb,0,1758489624857-389631_before.png,1758489624857-389631_after.png,0,340,0,-5,,,1758489624857,1758489624912,55,1758489624915,180.000000
VCURIOSITY_15,Set_12_elong_glossy_3.glb,0,1758489625465-642820_before.png,1758489625465-642820_after.png,0,335,0,-5,,,1758489625465,1758489625518,53,1758489625512,180.000000
VCURIOSITY_15,Set_12_elong_glossy_3.glb,0,1758489625658-477310_before.png,1758489625658-477310_after.png,0,330,0,-5,,,1758489625658,1758489625709,51,1758489625712,180.000000
