sessionId,model,actionId,s_t_img,s_t1_img,after_yaw,after_pitch,delta_yaw,delta_pitch,init_yaw,init_pitch,t_start_ms,t_end_ms,duration_ms,server_received_ms
VCURIOSITY_27,Set_13_orig_glossy_1.glb,-1,,,,,,,153.25979464427292,281.16895281235486,,,,1759461174282
VCURIOSITY_27,Set_13_orig_glossy_1.glb,0,1759461176693-614088_before.png,1759461176693-614088_after.png,161.32319185787685,285.7932241513594,8.063397213603935,4.624271339004508,,,1759461176692,1759461176745,53,1759461176747
VCURIOSITY_27,Set_13_orig_glossy_1.glb,0,1759461177685-57159_before.png,1759461177685-57159_after.png,165.65143234596098,290.5906716755268,4.328240488084134,4.79744752416741,,,1759461177685,1759461177737,52,1759461177740
VCURIOSITY_27,Set_13_orig_glossy_1.glb,0,1759461178949-982284_before.png,1759461178949-982284_after.png,168.30407824398753,295.4635458324064,2.652645898026549,4.872874156879561,,,1759461178948,1759461179002,54,1759461179005
VCURIOSITY_27,Set_13_orig_glossy_1.glb,0,1759461179556-410606_before.png,1759461179556-410606_after.png,170.0750149607727,300.37550652529313,1.7709367167851724,4.911960692886737,,,1759461179556,1759461179616,60,1759461179620
VCURIOSITY_27,Set_13_orig_glossy_1.glb,0,1759461180356-419460_before.png,1759461180356-419460_after.png,171.32741627491328,305.31017833190543,1.2524013141405703,4.9346718066123,,,1759461180356,1759461180412,56,1759461180416
VCURIOSITY_27,Set_13_orig_glossy_1.glb,0,1759461181125-810536_before.png,1759461181125-810536_after.png,172.24920280850938,310.2591378400673,0.9217865335961051,4.948959508161806,,,1759461181125,1759461181177,52,1759461181177
VCURIOSITY_27,Set_13_orig_glossy_1.glb,0,1759461181653-142565_before.png,1759461181653-142565_after.png,172.94677334320136,315.21761500123495,0.6975705346919767,4.958477161167593,,,1759461181653,1759461181704,51,1759461181707
VCURIOSITY_27,Set_13_orig_glossy_1.glb,0,1759461182212-846667_before.png,1759461182212-846667_after.png,173.4845744006658,320.18270287690814,0.537801057464435,4.9650878756731345,,,1759461182212,1759461182266,54,1759461182270
VCURIOSITY_27,Set_13_orig_glossy_1.glb,0,1759461182756-277323_before.png,1759461182756-277323_after.png,173.90369541389134,325.1525226979187,0.4191210132255492,4.96981982101056,,,1759461182756,1759461182807,51,1759461182813
VCURIOSITY_27,Set_13_orig_glossy_1.glb,0,1759461183172-915433_before.png,1759461183172-915433_after.png,174.23136777647892,330.12579874174725,0.3276723625875775,4.973276043828491,,,1759461183172,1759461183222,50,1759461183225
VCURIOSITY_27,Set_13_orig_glossy_1.glb,0,1759461183766-710901_before.png,1759461183766-710901_after.png,174.48614793879665,335.10162603059683,0.25478016231772926,4.975827288849587,,,1759461183766,1759461183819,53,1759461183822
VCURIOSITY_27,Set_13_orig_glossy_1.glb,0,1759461184324-443719_before.png,1759461184324-443719_after.png,174.68089666165326,340.0793356409292,0.19474872285661604,4.97770961033234,,,1759461184324,1759461184375,51,1759461184379
VCURIOSITY_27,Set_13_orig_glossy_1.glb,0,1759461184933-932346_before.png,1759461184933-932346_after.png,174.82456077283007,345.0584123884542,0.143664111176804,4.979076747525028,,,1759461184933,1759461184983,50,1759461184983
VCURIOSITY_27,Set_13_orig_glossy_1.glb,0,1759461185396-556805_before.png,1759461185396-556805_after.png,174.92326698343027,350.03844190190966,0.09870621060019857,4.98002951345552,,,1759461185396,1759461185451,55,1759461185455
VCURIOSITY_27,Set_13_orig_glossy_1.glb,2,1759461186244-164135_before.png,1759461186244-164135_after.png,169.92326698343027,350.03844190190966,-5,0,,,1759461186244,1759461186297,53,1759461186300
VCURIOSITY_27,Set_13_orig_glossy_1.glb,2,1759461186660-433891_before.png,1759461186660-433891_after.png,164.92326698343027,350.03844190190966,-5,0,,,1759461186660,1759461186711,51,1759461186704
VCURIOSITY_27,Set_13_orig_glossy_1.glb,2,1759461186917-419413_before.png,1759461186917-419413_after.png,159.92326698343027,350.03844190190966,-5,0,,,1759461186917,1759461186967,50,1759461186971
VCURIOSITY_27,Set_13_orig_glossy_1.glb,2,1759461187124-962055_before.png,1759461187124-962055_after.png,154.92326698343027,350.03844190190966,-5,0,,,1759461187124,1759461187184,60,1759461187177
