sessionId,model,actionId,s_t_img,s_t1_img,after_yaw,after_pitch,delta_yaw,delta_pitch,init_yaw,init_pitch,t_start_ms,t_end_ms,duration_ms,server_received_ms,recovered_after_eulerZ_deg
VCURIOSITY_24,Set_10_orig_glossy_1.glb,-1,,,,,,,229.87925979145703,327.20224866894284,NaN,,,1759447681604,30.682056
VCURIOSITY_24,Set_10_orig_glossy_1.glb,0,1759447683689-565226_before.png,1759447683689-565226_after.png,227.60591395513532,330.50129576889634,-2.2733458363217096,3.299047099953441,,,1759447683689,1759447683741,52,1759447683744,28.340774
VCURIOSITY_24,Set_10_orig_glossy_1.glb,0,1759447684362-730663_before.png,1759447684362-730663_after.png,225.6891941880395,333.93534903179284,-1.9167197670958558,3.434053262896441,,,1759447684362,1759447684417,55,1759447684423,25.700943
VCURIOSITY_24,Set_10_orig_glossy_1.glb,0,1759447684601-699144_before.png,1759447684601-699144_after.png,224.0953127266617,337.478987881889,-1.593881461377805,3.5436388500961584,,,1759447684601,1759447684667,66,1759447684672,22.760476
VCURIOSITY_24,Set_10_orig_glossy_1.glb,0,1759447684809-104804_before.png,1759447684809-104804_after.png,222.79487460759987,341.1104795677546,-1.3004381190618233,3.631491685865626,,,1759447684809,1759447684868,59,1759447684874,19.525465
VCURIOSITY_24,Set_10_orig_glossy_1.glb,0,1759447684986-253904_before.png,1759447684986-253904_after.png,221.76329741774262,344.8110756200635,-1.0315771898572166,3.7005960523088106,,,1759447684986,1759447685039,53,1759447685043,16.012895
VCURIOSITY_24,Set_10_orig_glossy_1.glb,0,1759447685161-253993_before.png,1759447685161-253993_after.png,220.98084176913378,348.56437017985104,-0.7824556486089023,3.7532945597874914,,,1759447685161,1759447685213,52,1759447685234,12.252937
VCURIOSITY_24,Set_10_orig_glossy_1.glb,0,1759447685338-243941_before.png,1759447685338-243941_after.png,220.4324610862118,352.35572994370557,-0.5483806829220157,3.7913597638545298,,,1759447685338,1759447685401,63,1759447685406,8.290120
VCURIOSITY_24,Set_10_orig_glossy_1.glb,0,1759447685514-576617_before.png,1759447685514-576617_after.png,220.10759784832558,356.1717897041608,-0.32486323788623395,3.816059760455232,,,1759447685514,1759447685565,51,1759447685571,4.182729
VCURIOSITY_24,Set_10_orig_glossy_1.glb,0,1759447685882-497020_before.png,1759447685882-497020_after.png,220,0,-0.10759784832555397,3.828210295839199,,,1759447685882,1759447685933,51,1759447685939,-0.000000
