sessionId,model,actionId,s_t_img,s_t1_img,after_yaw,after_pitch,delta_yaw,delta_pitch,init_yaw,init_pitch,t_start_ms,t_end_ms,duration_ms,server_received_ms,recovered_after_eulerZ_deg
VCURIOSITY_26,Set_13_orig_glossy_1.glb,-1,,,,,,,153.25979464427292,281.16895281235486,NaN,,,1759457641886,175.075585
VCURIOSITY_26,Set_13_orig_glossy_1.glb,3,1759457645014-510261_before.png,1759457645014-510261_after.png,158.25979464427292,281.16895281235486,5,0,,,1759457645014,1759457645079,65,1759457645095,175.063396
VCURIOSITY_26,Set_13_orig_glossy_1.glb,3,1759457645191-473891_before.png,1759457645191-473891_after.png,163.25979464427292,281.16895281235486,5,0,,,1759457645191,1759457645248,57,1759457645263,175.013291
VCURIOSITY_26,Set_13_orig_glossy_1.glb,3,1759457645353-808615_before.png,1759457645353-808615_after.png,168.25979464427292,281.16895281235486,5,0,,,1759457645353,1759457645416,63,1759457645432,174.923327
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457646072-388578_before.png,1759457646072-388578_after.png,163.25979464427292,281.16895281235486,-5,0,,,1759457646072,1759457646128,56,1759457646147,175.013291
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457646249-950254_before.png,1759457646249-950254_after.png,158.25979464427292,281.16895281235486,-5,0,,,1759457646249,1759457646301,52,1759457646319,175.063396
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457646442-497123_before.png,1759457646442-497123_after.png,153.25979464427292,281.16895281235486,-5,0,,,1759457646441,1759457646496,55,1759457646511,175.075585
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457646607-827012_before.png,1759457646607-827012_after.png,148.25979464427292,281.1689528123548,-5,0,,,1759457646607,1759457646661,54,1759457646679,175.050321
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457646774-782145_before.png,1759457646774-782145_after.png,143.25979464427286,281.16895281235486,-5,0,,,1759457646774,1759457646831,57,1759457646847,174.986638
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457646967-255118_before.png,1759457646967-255118_after.png,138.25979464427286,281.16895281235486,-5,0,,,1759457646967,1759457647021,54,1759457647034,174.882046
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457647288-565995_before.png,1759457647288-565995_after.png,133.25979464427286,281.1689528123549,-5,0,,,1759457647288,1759457647351,63,1759457647364,174.732287
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457647466-573408_before.png,1759457647466-573408_after.png,128.2597946442728,281.16895281235486,-5,0,,,1759457647466,1759457647517,51,1759457647530,174.530899
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457647640-714823_before.png,1759457647640-714823_after.png,123.25979464427292,281.16895281235486,-4.999999999999886,0,,,1759457647640,1759457647701,61,1759457647721,174.268486
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457647818-434968_before.png,1759457647818-434968_after.png,118.2597946442728,281.16895281235486,-5.000000000000114,0,,,1759457647818,1759457647873,55,1759457647895,173.931550
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457647990-639611_before.png,1759457647990-639611_after.png,113.25979464427274,281.16895281235486,-5,0,,,1759457647990,1759457648047,57,1759457648059,173.500568
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457648183-399888_before.png,1759457648183-399888_after.png,108.2597946442728,281.16895281235486,-5,0,,,1759457648183,1759457648247,64,1759457648260,172.946773
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457648362-211402_before.png,1759457648362-211402_after.png,103.25979464427292,281.168952812355,-4.999999999999886,1.1368683772161603e-13,,,1759457648362,1759457648413,51,1759457648428,172.226488
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457648534-957638_before.png,1759457648534-957638_after.png,98.25979464427292,281.1689528123549,-5,0,,,1759457648533,1759457648598,65,1759457648610,171.270639
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457648726-994306_before.png,1759457648726-994306_after.png,93.25979464427292,281.168952812355,-5,0,,,1759457648726,1759457648781,55,1759457648794,169.963943
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457648903-10875_before.png,1759457648903-10875_after.png,88.25979464427292,281.1689528123549,-5,0,,,1759457648903,1759457648964,61,1759457648975,168.099808
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457649077-774707_before.png,1759457649077-774707_after.png,83.25979464427297,281.168952812355,-5,0,,,1759457649077,1759457649129,52,1759457649141,165.270978
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457649255-765068_before.png,1759457649255-765068_after.png,78.25979464427303,281.168952812355,-5,0,,,1759457649255,1759457649307,52,1759457649321,160.561868
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457649434-690901_before.png,1759457649434-690901_after.png,73.2597946442736,281.16895281235423,-4.999999999999432,-6.821210263296962e-13,,,1759457649434,1759457649485,51,1759457649497,151.500098
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457649623-432453_before.png,1759457649623-432453_after.png,68.25979464427354,281.16895281235423,-5,0,,,1759457649623,1759457649679,56,1759457649687,129.892473
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457649802-94647_before.png,1759457649802-94647_after.png,63.25979464427354,281.16895281235423,-5,0,,,1759457649801,1759457649863,62,1759457649875,80.000000
VCURIOSITY_26,Set_13_orig_glossy_1.glb,2,1759457649975-587040_before.png,1759457649975-587040_after.png,58.25979464427337,281.1689528123543,-5.000000000000227,0,,,1759457649975,1759457650030,55,1759457650041,40.107598
VCURIOSITY_26,Set_13_orig_glossy_1.glb,1,1759457652392-264452_before.png,1759457652392-264452_after.png,41.37486985834022,284.43161729452356,-16.884924785933208,3.2626644821692707,,,1759457652392,1759457652447,55,1759457652454,59.338507
VCURIOSITY_26,Set_13_orig_glossy_1.glb,1,1759457652602-396062_before.png,1759457652602-396062_after.png,31.32123154810205,288.4752123110537,-10.05363831023817,4.043595016530162,,,1759457652602,1759457652653,51,1759457652665,68.343120
VCURIOSITY_26,Set_13_orig_glossy_1.glb,1,1759457652759-191306_before.png,1759457652759-191306_after.png,25.057600573861123,292.889376074564,-6.2636309742408685,4.41416376351026,,,1759457652759,1759457652813,54,1759457652825,73.289088
VCURIOSITY_26,Set_13_orig_glossy_1.glb,1,1759457652906-73185_before.png,1759457652906-73185_after.png,20.90421288107575,297.49601863400756,-4.153387692785373,4.606642559443571,,,1759457652906,1759457652962,56,1759457652968,76.350654
VCURIOSITY_26,Set_13_orig_glossy_1.glb,1,1759457653061-744455_before.png,1759457653061-744455_after.png,18.00094506786877,302.21244955637013,-2.9032678132069805,4.716430922362633,,,1759457653061,1759457653117,56,1759457653130,78.404949
VCURIOSITY_26,Set_13_orig_glossy_1.glb,1,1759457653206-529281_before.png,1759457653206-529281_after.png,15.88749944769637,306.9964646249609,-2.1134456201723424,4.784015068590747,,,1759457653206,1759457653262,56,1759457653277,79.861924
