sessionId,model,actionId,s_t_img,s_t1_img,after_yaw,after_pitch,delta_yaw,delta_pitch,init_yaw,init_pitch,t_start_ms,t_end_ms,duration_ms,server_received_ms
VCURIOSITY_21,Set_13_elong_matte_2.glb,-1,,,,,,,90,0,,,,1759103258025
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103261954-411644_before.png,1759103261954-411644_after.png,85,0,-5,0,,,1759103261954,1759103262005,51,1759103262010
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103263794-781009_before.png,1759103263794-781009_after.png,80,0,-5,0,,,1759103263794,1759103263845,51,1759103263846
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103263971-236198_before.png,1759103263971-236198_after.png,75,0,-5,0,,,1759103263971,1759103264022,51,1759103264027
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103264131-438885_before.png,1759103264131-438885_after.png,70,0,-5,0,,,1759103264131,1759103264184,53,1759103264187
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103264274-562315_before.png,1759103264274-562315_after.png,65,0,-5,0,,,1759103264274,1759103264328,54,1759103264331
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103264451-888569_before.png,1759103264451-888569_after.png,60,0,-5,0,,,1759103264451,1759103264501,50,1759103264489
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103264595-680804_before.png,1759103264595-680804_after.png,55,0,-5,0,,,1759103264594,1759103264647,53,1759103264647
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103264771-429409_before.png,1759103264771-429409_after.png,50,0,-5,0,,,1759103264771,1759103264823,52,1759103264826
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103264947-396720_before.png,1759103264947-396720_after.png,45,0,-5,0,,,1759103264947,1759103264998,51,1759103265001
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103265250-237314_before.png,1759103265250-237314_after.png,40,0,-5,0,,,1759103265250,1759103265303,53,1759103265302
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103265394-169697_before.png,1759103265394-169697_after.png,35,0,-5,0,,,1759103265394,1759103265448,54,1759103265452
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103265555-405566_before.png,1759103265555-405566_after.png,30,0,-5,0,,,1759103265555,1759103265617,62,1759103265611
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103265714-882872_before.png,1759103265714-882872_after.png,25,0,-5,0,,,1759103265714,1759103265768,54,1759103265771
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103265875-719388_before.png,1759103265875-719388_after.png,20,0,-5,0,,,1759103265875,1759103265927,52,1759103265930
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103266036-26145_before.png,1759103266036-26145_after.png,15,0,-5,0,,,1759103266036,1759103266090,54,1759103266094
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103266210-275398_before.png,1759103266210-275398_after.png,10,0,-5,0,,,1759103266210,1759103266261,51,1759103266265
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103266371-205863_before.png,1759103266371-205863_after.png,5,0,-5,0,,,1759103266371,1759103266422,51,1759103266425
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103266563-430286_before.png,1759103266563-430286_after.png,0,0,-5,0,,,1759103266563,1759103266617,54,1759103266611
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103266771-647568_before.png,1759103266771-647568_after.png,355,0,-5,0,,,1759103266771,1759103266821,50,1759103266824
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103266931-390817_before.png,1759103266931-390817_after.png,349.99999999999994,0,-5,0,,,1759103266931,1759103266985,54,1759103266986
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103267122-961457_before.png,1759103267122-961457_after.png,344.99999999999994,0,-5,0,,,1759103267122,1759103267175,53,1759103267179
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103267362-999844_before.png,1759103267362-999844_after.png,339.99999999999994,0,-5,0,,,1759103267362,1759103267417,55,1759103267420
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103267539-8862_before.png,1759103267539-8862_after.png,334.99999999999994,0,-5,0,,,1759103267539,1759103267593,54,1759103267596
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103267699-227033_before.png,1759103267699-227033_after.png,329.99999999999994,0,-5,0,,,1759103267699,1759103267751,52,1759103267753
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103267859-834634_before.png,1759103267859-834634_after.png,324.99999999999994,0,-5,0,,,1759103267859,1759103267920,61,1759103267922
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103268019-46663_before.png,1759103268019-46663_after.png,319.9999999999999,0,-5,0,,,1759103268019,1759103268070,51,1759103268074
VCURIOSITY_21,Set_13_elong_matte_2.glb,2,1759103268196-541050_before.png,1759103268196-541050_after.png,314.9999999999999,0,-5,0,,,1759103268195,1759103268248,53,1759103268249
